"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-04-23","2.24",",,T","0.00",",,T","0.0",",,T","46",",,T","54",",,T","37",",,T","44",",,T","0.0",",,T","11.6",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-04-24","2.24",",,T","0.00",",,T","0.0",",,T","45",",,T","55",",,T","33",",,T","41",",,T","0.0",",,T","9.2",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-04-25","2.91",",,T","0.00",",,T","0.0",",,T","40",",,T","47",",,T","34",",,T","36",",,T","0.0",",,T","18.6",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-04-26","2.68",",,T","0.10",",,T","0.0",",,T","34",",,T","44",",,T","24",",,T","25",",,T","0.0",",,T","16.6",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-04-27","1.57",",,T","0.00",",,T","0.0",",,T","30",",,T","39",",,T","21",",,T","30",",,T","0.0",",,T","10.1",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-04-28","1.57",",,T","0.00",",,T","0.0",",,T","36",",,T","45",",,T","29",",,T","31",",,T","0.0",",,T","10.3",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-04-29","2.01",",,T","0.00",",,T","0.0",",,T","39",",,T","51",",,T","29",",,T","35",",,T","0.0",",,T","11.2",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-04-30","1.57",",,T","0.00",",,T","0.0",",,T","44",",,T","53",",,T","34",",,T","38",",,T","0.0",",,T","8.7",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-05-01","0.89",",,T","0.20",",,T","0.0",",,T","40",",,T","47",",,T","35",",,T","35",",,T","0.0",",,T","4.9",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-05-02","1.34",",,T","0.00",",,T","0.0",",,T","44",",,T","58",",,T","34",",,T","40",",,T","0.0",",,T","4.9",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-05-03","2.01",",,T","0.20",",,T","0.0",",,T","44",",,T","58",",,T","37",",,T","37",",,T","0.0",",,T","11.2",",,T"
"USS0015N09S","BRISTLECONE TRAIL, NV US","36.32","-115.7","2736.8","2025-05-04","0.45",",,T","0.70",",,T","0.0",",,T","36",",,T","42",",,T","34",",,T","35",",,T","0.0",",,T","4.9",",,T"
